batch_id,product_name,mfg_date,exp_date,qty_on_hand,mrp_unit_price,unit_cost
BATCH_11321,OncoThera_674,2023-04-19,2024-03-14,667,20082.75,13617.98
BATCH_11322,CardioMax_614,2024-07-01,2025-01-30,178,14747.37,8687.15
BATCH_11323,NeuroVita_569,2023-06-22,2025-09-23,1184,36646.57,20913.8
BATCH_11324,NeuroVita_872,2022-05-22,2024-03-29,26,74917.93,46184.95
BATCH_11325,OrthoRelief_252,2023-10-05,2025-01-31,65,67451.06,38063.92
BATCH_11326,NeuroVita_916,2023-05-08,2024-06-18,100,6622.75,3663.13
BATCH_11327,NeuroVita_404,2022-09-02,2023-08-22,133,26517.33,18208.8
BATCH_11328,GlucoBalance_51,2023-01-11,2024-11-13,911,5154.84,3508.18
BATCH_11329,ImmunoPlus_601,2023-09-15,2024-05-09,246,38614.58,27952.3
BATCH_11330,OncoThera_646,2023-11-04,2025-12-31,739,25076.34,15378.18
BATCH_11331,GlucoBalance_458,2022-07-28,2023-05-27,79,31607.84,25157.2
BATCH_11332,CardioMax_851,2022-07-06,2024-05-14,812,55615.81,48334.52
BATCH_11333,GlucoBalance_455,2022-10-07,2025-09-16,1190,86828.98,47076.11
BATCH_11334,DermaLux_639,2023-09-09,2025-11-07,99,43794.41,25598.38
BATCH_11335,CardioMax_810,2022-05-08,2023-03-01,127,6317.36,4021.24
BATCH_11336,GlucoBalance_614,2023-02-24,2025-09-17,49,19156.76,14850.05
BATCH_11337,OrthoRelief_978,2024-07-14,2027-07-11,53,51820.36,32387.74
BATCH_11338,OrthoRelief_448,2022-03-24,2025-01-11,24,50511.94,29092.6
BATCH_11339,DermaLux_795,2022-12-08,2024-02-20,188,65179.38,42504.94
BATCH_11340,OrthoRelief_307,2022-04-13,2022-11-22,132,45300.59,31047.66
BATCH_11341,CardioMax_152,2022-06-26,2024-12-26,34,9791.78,6281
BATCH_11342,ImmunoPlus_581,2023-06-18,2025-10-14,1129,48672.82,34604.69
BATCH_11343,CardioMax_818,2022-04-13,2024-05-23,599,44097.94,30326.03
BATCH_11344,HepatoCare_373,2022-09-08,2025-06-24,749,16041.41,12824.58
BATCH_11345,HepatoCare_190,2024-09-27,2027-02-10,717,67034.14,36620.34
BATCH_11346,CardioMax_560,2023-02-08,2024-05-19,201,7846.8,6362.4
BATCH_11347,HepatoCare_914,2024-06-11,2026-11-06,196,16931.62,10557.86
BATCH_11348,ImmunoPlus_803,2022-06-09,2023-07-25,120,7268.15,4692.35
BATCH_11349,DermaLux_900,2022-06-18,2023-06-06,38,42432.4,28443.24
BATCH_11350,CardioMax_99,2023-04-15,2024-01-17,96,41199.17,24516.82
BATCH_11351,OncoThera_371,2023-11-18,2026-05-17,557,70796.67,47727.11
BATCH_11352,NeuroVita_967,2022-07-08,2024-07-21,121,51998.7,29918.76
BATCH_11353,HepatoCare_927,2024-08-02,2027-06-21,241,4140.86,2459.67
BATCH_11354,OrthoRelief_186,2024-01-25,2025-12-20,218,34908.42,23612.55
BATCH_11355,HepatoCare_479,2022-06-26,2023-09-25,465,68046.65,41509.15
BATCH_11356,NeuroVita_88,2024-05-22,2026-10-11,886,12082.56,6842.82
BATCH_11357,NeuroVita_640,2023-04-29,2026-01-27,163,48882.24,39981.01
BATCH_11358,RenalGuard_805,2022-10-11,2023-04-21,1123,29833.44,20616.91
BATCH_11359,RespiraAid_190,2024-03-19,2026-04-11,219,78144.91,44299.21
BATCH_11360,CardioMax_37,2024-05-21,2027-03-26,175,46352.43,37109.57
BATCH_11361,OncoThera_396,2022-10-27,2024-07-27,968,30841.79,22379.41
BATCH_11362,OrthoRelief_583,2023-12-01,2024-11-22,106,56579.02,38606.79
BATCH_11363,OrthoRelief_639,2022-06-05,2024-09-17,35,20444.93,15028.53
BATCH_11364,RenalGuard_827,2022-06-22,2024-03-22,31,62906.86,46277.6
BATCH_11365,HepatoCare_270,2023-10-01,2024-08-17,209,54210.72,34144.2
BATCH_11366,HepatoCare_993,2022-07-08,2023-06-14,89,21271.28,14039.28
BATCH_11367,OrthoRelief_501,2022-09-04,2025-08-30,192,71636.97,47507.3
BATCH_11368,OncoThera_283,2022-10-12,2024-11-27,225,24934.23,18609.64
BATCH_11369,RenalGuard_684,2022-02-21,2023-09-14,201,47887.16,30012.48
BATCH_11370,RespiraAid_352,2023-09-19,2026-03-21,105,19513.27,13809.11
BATCH_11371,DermaLux_522,2022-03-03,2023-07-09,129,45177.45,26096.16
BATCH_11372,RenalGuard_553,2022-08-17,2023-07-12,24,17067.37,14242.44
BATCH_11373,RenalGuard_507,2022-11-13,2023-06-11,1143,69653.2,46643.28
BATCH_11374,OrthoRelief_185,2024-03-16,2025-10-13,168,38893.39,33385
BATCH_11375,DermaLux_515,2023-03-12,2023-11-14,118,78405.84,42945.19
BATCH_11376,ImmunoPlus_677,2022-07-06,2023-06-07,44,8175.2,6096.88
BATCH_11377,CardioMax_800,2024-08-30,2026-01-27,100,67679.99,38284.45
BATCH_11378,ImmunoPlus_581,2023-05-17,2024-01-31,786,5463.54,4464.21
BATCH_11379,RespiraAid_726,2023-07-12,2025-07-12,993,2875.76,2023.26
BATCH_11380,DermaLux_667,2022-02-05,2024-07-05,204,8582.38,5989.93
BATCH_11381,CardioMax_913,2023-05-11,2024-12-01,1015,57973.17,36722.57
BATCH_11382,OrthoRelief_200,2024-08-19,2026-04-03,147,22879.81,12716.81
BATCH_11383,DermaLux_513,2022-12-21,2025-12-13,90,56843.06,33262.42
BATCH_11384,HepatoCare_891,2023-02-12,2025-08-07,219,9746.12,6984.91
BATCH_11385,HepatoCare_689,2022-06-30,2024-08-02,999,12704.74,10653.93
BATCH_11386,RenalGuard_763,2023-05-11,2024-11-15,563,18649.6,13606.93
BATCH_11387,OrthoRelief_176,2022-05-03,2023-10-02,112,51361.21,28143.37
BATCH_11388,RenalGuard_986,2023-06-08,2025-09-05,500,35860.59,22316.96
BATCH_11389,HepatoCare_833,2022-03-19,2025-01-31,569,14904.08,8515.66
BATCH_11390,DermaLux_757,2023-08-03,2026-03-03,1095,28720.36,17684.26
BATCH_11391,ImmunoPlus_590,2022-01-23,2023-12-02,150,43854.06,32370.28
BATCH_11392,NeuroVita_593,2023-05-27,2025-09-05,90,27598.46,15291.93
BATCH_11393,OncoThera_438,2023-05-13,2024-06-29,46,60821.1,39979.1
BATCH_11394,DermaLux_346,2024-06-04,2025-11-15,29,35376.9,24897.75
BATCH_11395,NeuroVita_428,2023-10-09,2026-07-26,90,10316.13,7645.52
BATCH_11396,ImmunoPlus_840,2023-10-26,2026-09-12,599,55178.07,36641.17
BATCH_11397,ImmunoPlus_77,2022-05-29,2024-10-25,304,14480.66,9833.84
BATCH_11398,OrthoRelief_915,2023-04-15,2023-11-01,808,72590.76,45132.29
BATCH_11399,OrthoRelief_933,2024-02-19,2026-08-28,162,52500.36,30998.75
BATCH_11400,HepatoCare_44,2023-02-09,2025-08-23,189,13888.86,11331.46
BATCH_11401,DermaLux_865,2024-06-12,2025-05-22,171,62958.26,43286.3
BATCH_11402,HepatoCare_827,2022-03-21,2024-11-04,518,10893.25,7237.18
BATCH_11403,OncoThera_534,2024-05-02,2027-02-08,235,23161.71,13817.26
BATCH_11404,OncoThera_116,2024-02-07,2025-09-10,632,45520.44,27033.53
BATCH_11405,RespiraAid_268,2024-06-12,2025-10-17,1137,24011.16,17130.56
BATCH_11406,ImmunoPlus_905,2024-03-09,2025-08-23,786,41793.89,25054.77
BATCH_11407,CardioMax_418,2024-03-02,2026-09-26,962,31698.65,22675.95
BATCH_11408,RenalGuard_50,2022-01-12,2023-09-16,1028,52820.9,43776.64
BATCH_11409,OncoThera_938,2022-08-28,2024-08-31,205,58629.83,48371.98
BATCH_11410,HepatoCare_232,2024-03-12,2026-05-18,982,22003.96,16637.89
BATCH_11411,OrthoRelief_643,2022-06-04,2024-03-08,68,28272.39,16328.78
BATCH_11412,OrthoRelief_579,2023-06-06,2024-08-25,101,55767.31,31232.17
BATCH_11413,OncoThera_951,2022-04-10,2023-11-12,180,78781.52,42698.18
BATCH_11414,RenalGuard_983,2022-06-14,2023-04-10,948,37131.07,24946.42
BATCH_11415,OncoThera_370,2024-08-11,2025-04-04,72,33204.8,22130.63
BATCH_11416,HepatoCare_400,2022-03-23,2024-01-14,161,51938.59,44987.28
BATCH_11417,CardioMax_184,2023-03-23,2024-04-01,240,59370.9,43692.81
BATCH_11418,RespiraAid_847,2023-03-07,2025-04-09,133,25603.01,16928.09
BATCH_11419,RenalGuard_773,2022-02-28,2022-10-24,96,82135.34,44584.01
BATCH_11420,OncoThera_862,2022-02-02,2024-03-29,119,80456.51,45941.79
BATCH_11421,OncoThera_120,2023-05-14,2025-07-05,749,38065.15,24016.76
BATCH_11422,RespiraAid_387,2024-09-02,2026-12-01,600,77695.69,48006.58
BATCH_11423,OrthoRelief_854,2022-05-30,2024-01-27,23,18479.97,14438.19
BATCH_11424,NeuroVita_236,2024-03-14,2026-02-28,195,19454.52,13816.67
BATCH_11425,GlucoBalance_356,2024-06-28,2025-01-07,50,40238.44,32734.46
BATCH_11426,NeuroVita_512,2023-08-19,2025-07-19,87,50140.75,30236.8
BATCH_11427,ImmunoPlus_804,2022-05-31,2023-04-20,523,44267.93,37327.54
BATCH_11428,RespiraAid_224,2023-10-21,2026-06-22,48,21987.21,14250.75
BATCH_11429,RespiraAid_68,2023-11-01,2025-01-19,179,17553.69,11825.75
BATCH_11430,HepatoCare_491,2023-06-10,2026-04-24,82,18962.41,11967.5
BATCH_11431,OrthoRelief_297,2024-07-02,2025-02-24,370,16365.92,9248.11
BATCH_11432,GlucoBalance_16,2023-07-17,2025-10-22,250,22801.03,13462.63
BATCH_11433,OncoThera_62,2022-04-24,2025-01-24,100,72631.28,41501.74
BATCH_11434,RenalGuard_746,2023-12-13,2024-09-30,234,36413.05,23807.6
BATCH_11435,OrthoRelief_537,2022-11-22,2025-02-08,20,50559.34,37379.21
BATCH_11436,NeuroVita_39,2023-07-26,2025-11-19,1191,9092.67,5435.35
BATCH_11437,RespiraAid_577,2024-05-09,2026-02-26,181,44458.81,30206.75
BATCH_11438,RenalGuard_618,2022-02-01,2024-07-16,375,6105.54,4579.21
BATCH_11439,ImmunoPlus_796,2022-12-19,2024-07-07,1116,9063.43,5153.97
BATCH_11440,NeuroVita_86,2022-01-14,2023-01-28,348,18662.7,13347.52
BATCH_11441,GlucoBalance_788,2022-10-20,2023-05-24,171,14465.64,10072.76
BATCH_11442,CardioMax_830,2023-09-17,2024-05-07,314,25322.6,18764.16
BATCH_11443,RenalGuard_552,2023-08-27,2024-03-22,238,5464.89,3540.78
BATCH_11444,OrthoRelief_309,2022-08-21,2024-09-25,942,29836.76,19740.49
BATCH_11445,NeuroVita_590,2022-02-18,2023-07-21,75,2972.32,1978.34
BATCH_11446,ImmunoPlus_780,2024-04-04,2025-04-26,627,65308.95,38303.9
BATCH_11447,HepatoCare_387,2024-07-07,2026-05-25,793,63719.21,43277.56
BATCH_11448,RespiraAid_598,2023-04-13,2026-04-09,822,51133.01,31517.96
BATCH_11449,RenalGuard_70,2022-01-03,2024-02-14,620,20537.23,16704.22
BATCH_11450,OrthoRelief_630,2022-10-17,2023-04-21,769,9413.5,7797.01
BATCH_11451,OrthoRelief_525,2023-06-20,2026-05-17,126,15267.54,11194.98
BATCH_11452,DermaLux_33,2022-04-02,2023-02-10,181,41502.16,32585.53
BATCH_11453,HepatoCare_697,2024-01-22,2026-06-06,57,52251.6,28691.58
BATCH_11454,GlucoBalance_45,2024-02-05,2026-10-07,411,34259.57,20954.75
BATCH_11455,HepatoCare_64,2024-01-27,2024-10-21,104,49944.98,28851.99
BATCH_11456,GlucoBalance_398,2023-11-29,2026-09-21,79,81257.61,43954.44
BATCH_11457,DermaLux_722,2022-02-24,2023-12-06,36,52200.92,39737.19
BATCH_11458,NeuroVita_905,2023-02-06,2026-01-01,217,47071.32,29634.03
BATCH_11459,ImmunoPlus_986,2022-10-13,2024-07-25,182,38657.23,28087.48
BATCH_11460,HepatoCare_373,2022-09-22,2024-05-08,321,61251.33,43736.29
BATCH_11461,HepatoCare_291,2023-07-07,2025-09-10,629,67974.76,46811.42
BATCH_11462,GlucoBalance_391,2024-09-08,2027-06-04,728,43937.43,25894.9
BATCH_11463,GlucoBalance_201,2023-06-09,2026-06-01,1163,43679.1,29234.71
BATCH_11464,CardioMax_559,2022-07-13,2025-03-30,212,48890.09,37413.2
BATCH_11465,ImmunoPlus_181,2023-04-01,2025-06-16,98,75560.95,42601.81
BATCH_11466,CardioMax_123,2024-03-12,2026-11-20,1167,7559.8,4105.46
BATCH_11467,CardioMax_481,2022-06-15,2023-09-23,758,54312.17,41332.44
BATCH_11468,ImmunoPlus_548,2022-11-21,2025-10-07,414,54781.26,38629.96
BATCH_11469,OncoThera_942,2022-01-10,2022-12-06,1029,16324.62,13786
BATCH_11470,RenalGuard_97,2024-02-25,2025-03-23,135,40226.16,26722.5
BATCH_11471,DermaLux_365,2022-04-07,2024-01-08,143,57635.18,35985.57
BATCH_11472,NeuroVita_386,2023-06-08,2025-09-08,1060,85215.18,47496.24
BATCH_11473,RenalGuard_558,2022-11-18,2024-08-23,89,75097.74,46163.36
BATCH_11474,GlucoBalance_87,2023-12-10,2025-06-07,131,15243.3,8546.08
BATCH_11475,OrthoRelief_404,2024-06-30,2026-08-15,957,75396.88,42632.54
BATCH_11476,OrthoRelief_936,2023-01-04,2025-07-13,478,63127.42,43577.59
BATCH_11477,OrthoRelief_951,2023-06-06,2025-05-04,186,61051.31,42914.09
BATCH_11478,RenalGuard_707,2022-03-29,2023-11-23,235,36234.93,29166.35
BATCH_11479,NeuroVita_917,2023-06-24,2025-07-16,234,22339.01,13397.71
BATCH_11480,HepatoCare_771,2023-11-05,2025-05-08,177,51735.9,34953.23
BATCH_11481,DermaLux_169,2024-04-12,2026-07-24,1160,24051.42,13974.92
BATCH_11482,OrthoRelief_310,2024-04-03,2025-08-01,37,59654.78,40928
BATCH_11483,OrthoRelief_802,2022-08-03,2024-05-14,691,78305.54,45369.11
BATCH_11484,HepatoCare_857,2023-01-24,2024-02-16,155,10252.69,8230.8
BATCH_11485,OncoThera_598,2024-03-31,2025-09-02,200,64071.73,45721.04
BATCH_11486,HepatoCare_776,2024-07-28,2026-11-13,101,24816.34,17428.65
BATCH_11487,RenalGuard_87,2023-11-08,2025-03-22,489,20105.95,14844.19
BATCH_11488,OncoThera_717,2022-04-07,2022-12-02,740,39532.1,28316.32
BATCH_11489,OncoThera_952,2022-06-09,2025-05-09,521,40841.62,22562.36
BATCH_11490,DermaLux_842,2023-03-08,2024-08-04,235,18815.51,13494.48
BATCH_11491,DermaLux_172,2023-06-27,2024-10-06,225,37510.74,23396.35
BATCH_11492,RespiraAid_583,2022-12-19,2024-11-17,50,13976.62,11967.79
BATCH_11493,OncoThera_524,2022-05-17,2024-11-02,210,42051.83,28764.56
BATCH_11494,DermaLux_262,2023-11-05,2025-09-25,205,43188.45,29565.28
BATCH_11495,CardioMax_471,2022-05-04,2025-01-18,86,78888.97,45951.2
BATCH_11496,HepatoCare_684,2023-04-30,2025-05-16,163,58964.37,36154.46
BATCH_11497,GlucoBalance_539,2022-08-15,2025-01-09,545,74686.02,44419.53
BATCH_11498,DermaLux_814,2022-01-04,2024-08-11,124,9784.97,7711.42
BATCH_11499,DermaLux_972,2022-05-03,2022-11-26,57,13442.79,8142.14
BATCH_11500,RenalGuard_996,2023-08-20,2025-03-13,703,46501.2,31596.41
BATCH_11501,NeuroVita_382,2022-11-30,2023-12-26,51,59882.53,47842.81
BATCH_11502,DermaLux_887,2023-10-12,2024-10-23,248,29001.24,21441.11
BATCH_11503,CardioMax_571,2023-06-11,2025-04-05,874,45037.17,25925.6
BATCH_11504,OncoThera_834,2024-08-20,2027-07-02,369,11180.74,8105.74
BATCH_11505,ImmunoPlus_986,2023-07-25,2025-03-04,119,80404.79,45170.94
BATCH_11506,OrthoRelief_373,2023-08-23,2024-08-15,198,46099.57,39807.92
BATCH_11507,ImmunoPlus_328,2023-07-13,2024-11-27,184,25036.56,19246.3
BATCH_11508,HepatoCare_745,2022-01-24,2023-02-28,236,13408.04,8401.72
BATCH_11509,NeuroVita_121,2024-04-28,2026-08-02,1106,16345.77,13106.64
BATCH_11510,DermaLux_537,2024-04-14,2026-02-17,840,3788.73,3073.37
BATCH_11511,RespiraAid_987,2024-09-21,2026-10-07,1094,40612.25,28525.03
BATCH_11512,OncoThera_164,2023-04-03,2024-01-29,233,2119.2,1643.08
BATCH_11513,ImmunoPlus_554,2023-04-20,2025-09-26,123,13318.56,10663.35
BATCH_11514,GlucoBalance_829,2024-09-27,2025-04-23,68,18770.13,14790.89
BATCH_11515,NeuroVita_578,2022-02-14,2023-01-30,1158,22091.96,17030.2
BATCH_11516,OrthoRelief_592,2023-10-26,2026-03-01,112,10758.73,6649.08
BATCH_11517,RespiraAid_254,2022-08-26,2025-05-31,74,32921.23,21265.95
BATCH_11518,GlucoBalance_763,2023-04-29,2023-11-02,160,59306.19,47508.26
BATCH_11519,OrthoRelief_624,2023-09-09,2025-08-27,128,47960.91,33272.56
BATCH_11520,CardioMax_422,2024-07-19,2025-03-31,195,43731.82,24468.23
BATCH_11521,ImmunoPlus_127,2024-03-29,2026-11-14,630,15604.17,8484.85
BATCH_11522,RespiraAid_663,2022-10-15,2025-06-19,378,13021.79,10310.59
BATCH_11523,HepatoCare_980,2023-07-15,2025-07-23,36,80238.55,44155.82
BATCH_11524,NeuroVita_241,2023-09-14,2026-07-29,200,78488.63,46784.48
BATCH_11525,OrthoRelief_636,2024-02-27,2026-08-01,197,63454.95,40975.01
BATCH_11526,CardioMax_599,2023-05-18,2025-11-07,204,14894.21,8609.02
BATCH_11527,ImmunoPlus_184,2023-11-07,2026-07-16,223,27590.38,17979.46
BATCH_11528,RespiraAid_444,2023-02-23,2025-03-18,333,44448.64,29019.31
BATCH_11529,HepatoCare_653,2022-01-08,2024-06-15,672,83063.19,47855.16
BATCH_11530,OrthoRelief_256,2023-04-20,2024-04-06,929,36211.05,30677.81
BATCH_11531,NeuroVita_81,2023-10-04,2025-04-20,883,9714.13,5802.44
BATCH_11532,RespiraAid_21,2024-03-26,2026-08-22,155,16667.5,9863.99
BATCH_11533,HepatoCare_104,2022-08-21,2025-05-08,964,16049.74,12674.37
BATCH_11534,GlucoBalance_954,2024-06-24,2025-07-13,37,85614.65,46338.72
BATCH_11535,NeuroVita_360,2024-02-24,2024-12-22,173,76914.57,48723.97
BATCH_11536,HepatoCare_902,2023-05-26,2025-04-19,208,62860.18,34954.85
BATCH_11537,HepatoCare_391,2023-05-09,2025-11-10,236,76161.88,47098.48
BATCH_11538,CardioMax_363,2024-07-02,2027-01-08,216,55522.08,32743.52
BATCH_11539,RenalGuard_458,2024-07-11,2027-05-13,199,47589.96,26755.96
BATCH_11540,OrthoRelief_37,2022-11-10,2024-07-09,605,13060.6,10395.88
BATCH_11541,ImmunoPlus_953,2022-08-23,2023-09-30,150,56477.38,33186.68
BATCH_11542,CardioMax_275,2023-12-18,2025-10-26,570,38269.67,26510.61
BATCH_11543,RespiraAid_633,2022-04-22,2024-10-09,94,58547.01,48107.59
BATCH_11544,NeuroVita_999,2024-02-20,2025-03-24,222,54666.21,44035.21
BATCH_11545,OncoThera_919,2023-07-01,2024-10-25,110,25261.84,14980.64
BATCH_11546,GlucoBalance_815,2024-03-13,2026-04-15,865,62509.97,35018.74
BATCH_11547,DermaLux_382,2024-08-21,2026-03-01,203,13322.41,8212.19
BATCH_11548,RenalGuard_287,2024-01-05,2026-01-01,942,47760.62,28339.49
BATCH_11549,HepatoCare_370,2022-02-13,2022-12-15,137,41857.13,22799.25
BATCH_11550,ImmunoPlus_807,2024-05-07,2026-03-04,114,2294.36,1726.67
BATCH_11551,RespiraAid_31,2023-12-04,2026-07-14,162,52659.43,32567
BATCH_11552,GlucoBalance_101,2024-05-28,2025-01-23,86,46491.2,39497.71
BATCH_11553,OncoThera_157,2024-06-28,2025-11-08,26,45134.37,27966.38
BATCH_11554,RenalGuard_624,2023-03-22,2024-05-19,178,38673.81,29056.54
BATCH_11555,RenalGuard_17,2022-02-28,2023-02-20,912,43243.46,25166.22
BATCH_11556,GlucoBalance_104,2022-09-20,2023-07-04,1166,31786.03,17280.47
BATCH_11557,GlucoBalance_115,2023-04-04,2024-11-10,213,46793.58,29091.97
BATCH_11558,OncoThera_117,2023-11-24,2026-02-27,107,62294.2,48337.03
BATCH_11559,OncoThera_26,2023-09-15,2024-07-12,232,47344.48,25689.58
BATCH_11560,NeuroVita_789,2024-04-09,2026-04-11,167,33059.89,27280.42
BATCH_11561,OrthoRelief_182,2022-10-22,2025-03-07,561,21442.72,17981.17
BATCH_11562,NeuroVita_406,2024-06-23,2027-02-13,48,33253.98,25179.42
BATCH_11563,OncoThera_110,2023-04-15,2025-07-25,226,52920.59,30564.06
BATCH_11564,DermaLux_885,2024-07-25,2025-12-06,547,48453.68,36507.21
BATCH_11565,OncoThera_400,2024-02-10,2026-04-05,213,65090.57,45775.29
BATCH_11566,ImmunoPlus_25,2022-04-23,2023-11-01,180,12237.3,6762.41
BATCH_11567,DermaLux_744,2023-09-13,2026-03-20,89,8895.04,7306.55
BATCH_11568,OncoThera_77,2024-07-23,2027-05-01,66,61355.46,46601.32
BATCH_11569,DermaLux_313,2022-09-30,2024-05-28,74,19212.25,16197.71
BATCH_11570,OncoThera_546,2023-07-16,2024-11-17,245,67199.09,47158.42
BATCH_11571,ImmunoPlus_267,2024-09-20,2026-10-20,146,37731.92,30982.36
BATCH_11572,GlucoBalance_905,2022-07-29,2023-09-15,106,56737.47,37848.89
BATCH_11573,RenalGuard_167,2023-05-05,2025-09-29,651,41235.89,26385.62
BATCH_11574,OncoThera_332,2022-08-08,2024-04-17,130,39308.38,31178.68
BATCH_11575,ImmunoPlus_543,2023-05-03,2025-05-31,503,64942.28,44855.48
BATCH_11576,RespiraAid_937,2023-09-07,2026-02-21,302,49808.61,41004.66
BATCH_11577,GlucoBalance_714,2022-11-21,2025-07-25,194,38619.51,26887
BATCH_11578,RenalGuard_961,2022-03-02,2024-04-08,97,24000.65,13616.57
BATCH_11579,DermaLux_640,2022-01-29,2023-03-31,163,25266.31,19637.55
BATCH_11580,OncoThera_449,2023-08-11,2026-04-16,114,38348.84,29906.88
BATCH_11581,GlucoBalance_572,2024-05-17,2026-07-17,96,48227.19,30020.71
BATCH_11582,OncoThera_313,2022-07-10,2024-05-14,713,23194.38,18889.54
BATCH_11583,HepatoCare_861,2024-03-24,2025-03-31,234,38723.83,22196.29
BATCH_11584,RenalGuard_41,2024-04-09,2026-12-01,119,59273.5,32966.64
BATCH_11585,DermaLux_970,2024-02-16,2026-08-02,75,27484.37,22930.37
BATCH_11586,RespiraAid_986,2022-02-02,2023-06-05,437,11381.34,7991.61
BATCH_11587,HepatoCare_652,2023-04-19,2026-02-24,156,46579.52,31621.51
BATCH_11588,CardioMax_903,2023-08-10,2025-08-01,476,36047.36,21205.55
BATCH_11589,CardioMax_371,2023-04-20,2023-11-11,1122,42126.84,32317.97
BATCH_11590,ImmunoPlus_424,2022-01-02,2024-09-16,78,11204.86,8610.3
BATCH_11591,RespiraAid_357,2022-05-04,2022-11-01,128,30040.29,21606.86
BATCH_11592,HepatoCare_199,2022-02-02,2024-07-06,881,33382.01,25580.29
BATCH_11593,GlucoBalance_908,2024-06-09,2026-02-07,23,54435.24,40265.27
BATCH_11594,NeuroVita_896,2023-11-02,2025-09-07,237,67272.22,37843.98
BATCH_11595,RenalGuard_293,2024-03-02,2025-03-07,208,2726.47,2217.89
BATCH_11596,RespiraAid_403,2023-09-08,2024-06-28,581,10286.04,8553.06
BATCH_11597,HepatoCare_866,2024-05-13,2025-07-17,157,29803.2,17271.25
BATCH_11598,OrthoRelief_399,2023-06-26,2025-09-11,162,52033.54,29570.28
BATCH_11599,CardioMax_891,2023-04-09,2026-02-07,78,86255.25,48785.65
BATCH_11600,DermaLux_761,2024-04-21,2026-03-07,78,11612.95,8385.52
BATCH_11601,GlucoBalance_243,2024-04-03,2025-03-13,98,5490.52,3297.32
BATCH_11602,ImmunoPlus_636,2022-12-21,2023-09-12,221,11241.09,6544.74
BATCH_11603,GlucoBalance_742,2022-03-25,2022-11-10,111,57822.03,42776.74
BATCH_11604,RenalGuard_667,2022-11-15,2024-12-03,93,26051.11,16700.02
BATCH_11605,GlucoBalance_651,2024-05-21,2025-06-02,227,61119.34,40712.1
BATCH_11606,DermaLux_11,2023-05-18,2025-05-15,249,68979.58,40583.71
BATCH_11607,OncoThera_847,2024-07-05,2027-01-07,1158,24686.31,19512.49
BATCH_11608,RenalGuard_263,2024-06-08,2026-09-16,103,44851.92,24376.78
BATCH_11609,DermaLux_694,2022-10-04,2024-05-26,244,6280.3,4303.87
BATCH_11610,OrthoRelief_938,2022-09-17,2025-07-29,71,22600.21,15620.68
BATCH_11611,HepatoCare_799,2022-09-08,2025-04-09,202,60694.99,35882.05
BATCH_11612,NeuroVita_231,2023-04-06,2025-05-25,616,32828.34,25744.69
BATCH_11613,CardioMax_26,2022-06-28,2024-08-12,87,18606.73,10749.92
BATCH_11614,OncoThera_922,2022-07-29,2024-08-09,96,54568.84,41333.32
BATCH_11615,OrthoRelief_878,2022-10-04,2025-09-21,378,65351.96,39160.99
BATCH_11616,HepatoCare_87,2023-07-30,2025-09-29,561,82211.29,47311.66
BATCH_11617,RespiraAid_203,2022-02-17,2023-08-27,1133,44206.06,29615.28
BATCH_11618,OncoThera_662,2024-03-23,2025-06-02,241,29004.21,17927.38
BATCH_11619,GlucoBalance_729,2024-03-03,2025-04-30,1010,27919.5,18534.7
BATCH_11620,NeuroVita_201,2022-05-11,2023-07-27,458,16661.03,11276.93
BATCH_11621,GlucoBalance_745,2022-07-10,2024-10-01,184,31339.12,17669
BATCH_11622,NeuroVita_890,2024-08-29,2027-07-12,149,45025.56,25378.76
BATCH_11623,HepatoCare_323,2024-02-28,2026-10-21,30,42721.7,24080.09
BATCH_11624,GlucoBalance_116,2024-02-26,2024-10-20,105,27389.6,15615.63
BATCH_11625,HepatoCare_888,2023-06-11,2025-11-17,243,3895.57,3048.01
BATCH_11626,HepatoCare_627,2023-12-18,2025-11-08,188,13733.56,9620.69
BATCH_11627,NeuroVita_990,2024-09-17,2026-09-04,1111,38390.8,22171.08
BATCH_11628,HepatoCare_951,2024-06-01,2026-12-23,541,29694.62,17079.8
BATCH_11629,CardioMax_460,2022-01-19,2023-04-28,662,58475.03,36324.89
BATCH_11630,CardioMax_623,2023-10-08,2025-10-31,1129,34522.95,20621.62
BATCH_11631,OrthoRelief_611,2024-03-26,2024-12-03,122,43718.47,35682.24
BATCH_11632,ImmunoPlus_875,2022-06-02,2025-04-06,1057,57857.63,43444.28
BATCH_11633,ImmunoPlus_244,2023-05-14,2024-09-29,148,60590.52,49335.73
BATCH_11634,RenalGuard_837,2022-01-12,2024-03-03,194,17266.91,12092.18
BATCH_11635,DermaLux_215,2022-07-02,2024-04-27,47,38029.4,25136.05
BATCH_11636,GlucoBalance_106,2022-10-04,2024-01-26,215,18531.42,13219.5
BATCH_11637,HepatoCare_980,2024-01-24,2025-02-03,440,57993.49,44152.17
BATCH_11638,ImmunoPlus_342,2022-08-14,2024-08-19,207,31022.64,16805.98
BATCH_11639,NeuroVita_573,2023-01-22,2025-05-11,75,78003.02,49742.68
BATCH_11640,RespiraAid_846,2024-09-17,2027-05-19,428,41874.88,34768.81
BATCH_11641,NeuroVita_216,2023-11-19,2025-10-25,219,7572.89,5183.94
BATCH_11642,ImmunoPlus_824,2023-05-05,2025-03-01,1085,61947.02,49879.75
BATCH_11643,OncoThera_444,2024-06-06,2026-03-31,140,69420.5,38646.79
